name,label
41.5,41.5 Chênaies acidiphiles
41.61,41.61
41.611,41.611
41.6111,41.6111
41.6112,41.6112
41.612,41.612
41.6121,41.6121
41.6122,41.6122
41.613,41.613
41.6131,41.6131
41.6132,41.6132
41.62,41.62
41.63,41.63
41.64,41.64
41.65,41.65 Forêts françaises de Quercus pyrenaica
41.6,41.6 Forêts de Chêne tauzin
41.711,41.711 Bois occidentaux de Quercus pubescens
41.712,41.712 Bois sub méditerranéens de Quercus petraea Q. robur
41.713,41.713 Bois de Quercus palensis
41.714,41.714 Bois de Chênes blancs eu méditerranéens
41.71,41.71 Chênaies blanches occidentales et communautés apparentées
41.72,41.72 Chênaies pubescentes cyrno sardes
41.731,41.731 Chênaies pubescentes d'Italie septentrionale
41.732,41.732
41.733,41.733
41.734,41.734
41.735,41.735
41.73,41.73 Chênaies pubescentes orientales
41.74,41.74
41.75,41.75
41.751,41.751
41.7511,41.7511
41.7512,41.7512
41.7513,41.7513
41.752,41.752
41.7521,41.7521
41.7522,41.7522
41.76,41.76
41.761,41.761
41.762,41.762
41.763,41.763
41.764,41.764
41.765,41.765
41.766,41.766
41.767,41.767
41.77,41.77
41.771,41.771
41.7711,41.7711
41.7712,41.7712
41.7713,41.7713
41.7714,41.7714
41.7715,41.7715
41.772,41.772
41.773,41.773
41.774,41.774
41.775,41.775
41.78,41.78
41.781,41.781
41.782,41.782
41.79,41.79
41.791,41.791
41.792,41.792
41.7,41.7 Chênaies thermophiles et supra méditerranéennes
41.811,41.811 Bois de Charmes houblon méso méditerranéens
41.812,41.812 Bois de Charmes houblon supra méditerranéens
41.813,41.813 Bois de Charmes houblon montagnards
41.81,41.81 Bois de Charmes houblon
41.82,41.82
41.83,41.83
41.831,41.831
41.832,41.832
41.84,41.84 Bois de Tilleuls méditerranéens
41.85,41.85 Micocoulaies
41.861,41.861
41.862,41.862
41.863,41.863
41.86,41.86 Bois de Frênes thermophiles
41.87,41.87
41.8,"41.8 Forêts de Charmes houblon, de Charmes orientaux et thermophiles mixtes"
41.9,41.9 Bois de Châtaigniers
41.A,41.A Bois de Charmes{41.A}
41.B111,41.B111 Bois de Bouleaux humides septentrionaux{41.B111}
41.B112,41.B112 Bois de Bouleaux humides aquitano ligériens{41.B112}
41.B11,41.B11 Bois de Bouleaux humides{41.B11}
41.B12,41.B12 Bois de Bouleaux secs acidiphiles médio européens{41.B12}
41.B13,41.B13{41.B13}
41.B14,41.B14{41.B14}
41.B15,41.B15{41.B15}
41.B16,41.B16 Bois de Bouleaux de dunes{41.B16}
41.B1,41.B1 Bois de bouleaux de plaine et colline{41.B1}
41.B2,41.B2{41.B2}
41.B31,41.B31 Bois de Bouleaux en limite forestière dans les Alpes{41.B31}
41.B32,41.B32 Massifs forestiers de Bouleaux{41.B32}
41.B33,41.B33 Bois de Bouleaux pyrénéens{41.B33}
41.B34,41.B34{41.B34}
41.B35,41.B35{41.B35}
41.B3,41.B3 Bois de Bouleaux montagnards et subalpins{41.B3}
41.B4,41.B4 Bois de Bouleaux corses{41.B4}
41.B5,41.B5{41.B5}
41.B51,41.B51{41.B51}
41.B52,41.B52{41.B52}
41.B53,41.B53{41.B53}
41.B6,41.B6{41.B6}
41.B,41.B Bois de Bouleaux{41.B}
41.C1,41.C1 Bois d'Alnus cordata{41.C1}
41.C2,41.C2 Bois d'Alnus glutinosa{41.C2}
41.C,41.C Aulnaies{41.C}
41.D1,41.D1 Bois de Trembles intra alpins{41.D1}
41.D2,41.D2 Bois de Trembles de plaine{41.D2}
41.D3,41.D3 Stations de Trembles montagnardes{41.D3}
41.D4,41.D4 Stations de Trembles supra méditerranéennes{41.D4}
41.D,41.D Bois de Trembles{41.D}
41.E,41.E Bois de Sorbiers sauvages{41.E}
41.F11,41.F11 Bois d'Ormes à Violette odorante{41.F11}
41.F12,41.F12 Bois d'Ormes thermo atlantiques{41.F12}
41.F13,41.F13{41.F13}
41.F1,41.F1 Bois d'Ormes à petites feuilles{41.F1}
41.F2,41.F2 Bois d'Ormes blancs et d'Ormes diffus{41.F2}
41.F,41.F Bois d'Ormes{41.F}
41,41 Forêts caducifoliées
41.G,41.G Bois de Tilleuls{41.G}
41.H,41.H Autres bois caducifoliés{41.H}
42.1111,42.1111 Sapinières à Oxalis
42.1112,42.1112 Sapinières à hautes herbes
42.1113,42.1113 Sapinières à Trochiscanthes
42.111,42.111 Sapinières neutrophiles intra alpines
42.112,42.112 Sapinières neutrophiles de la zone du Hêtre
42.113,42.113 Sapinières intra pyrénéennes
42.11,42.11 Sapinières neutrophiles
42.121,42.121 Sapinières calcicoles intra alpines
42.122,42.122 Sapinières calcicoles de la zone du Hêtre
42.123,42.123
42.12,42.12 Sapinières calciphiles
42.131,42.131 Sapinières acidiphiles intra alpines
42.132,42.132 Sapinières acidiphiles de la zone du Hêtre
42.1331,42.1331 Sapinières pyrénéennes à Rhododendron
42.1332,42.1332 Sapinières alpiennes à Rhododendron
42.1333,42.1333 Sapinières à Rhododendron sur rocailles
42.133,42.133 Sapinières à Rhododendron
42.13,42.13 Sapinières acidiphiles
42.14,42.14 Sapinières corses
42.15,42.15
42.16,42.16
42.17,42.17
42.18,42.18
42.19,42.19
42.191,42.191
42.192,42.192
42.1A,42.1A{42.1A}
42.1B1,42.1B1 Reboisement en Abies alba{42.1B1}
42.1B2,42.1B2{42.1B2}
42.1B3,42.1B3 Reboisement en Abies cephalonica{42.1B3}
42.1B4,42.1B4{42.1B4}
42.1B5,42.1B5{42.1B5}
42.1B,42.1B Reboisement en Sapins{42.1B}
42.1,42.1 Sapinières
42.211,42.211 Pessières à Airelle
42.2121,42.2121 Pessières subalpines calcicoles à hautes herbes
42.2122,42.2122 Pessières subalpines silicicoles à hautes herbes
42.212,42.212 Pessières subalpines à hautes herbes
42.213,42.213 Pessières subalpines à sphaignes
42.214,42.214 Pessières subalpines xérophiles
42.215,42.215 Pessières de stations froides
42.21,42.21 Pessières sub alpines des Alpes
42.221,42.221 Pessières montagnardes intra alpines acidiphiles
42.222,42.222 Pessières montagnardes intra alpines calciphiles
42.223,42.223 Pessières montagnardes intra alpines xérophiles
42.224,42.224 Pessières montagnardes intra alpines à hautes herbes
42.225,42.225 Pessières montagnardes intra alpines à Sphaignes
42.22,42.22 Pessières montagnardes des Alpes internes
42.231,42.231
42.232,42.232 Pessières subalpines du Harz et de l'Erzgebirge
42.23,42.23 Forêts subalpines hercyniennes
42.24,42.24
42.241,42.241
42.242,42.242
42.251,42.251 Pessières subalpines du Jura
42.252,42.252
42.253,42.253 Pessières montagnardes à déterminisme édaphique
42.254,42.254 Pessières de la zone montagnarde du Hêtre
42.25,42.25 Pessières extrazonales
42.26,42.26 Reboisement d'Epicéas
42.2,42.2 Pessières
42.311,42.311 Forêts d'Arolles à Myrtille
42.312,42.312 Forêts d'Arolles à Luzules
42.313,42.313 Forêts de Mélèzes et d'Arolles à Rhododendron ferrugineux
42.314,42.314 Forêts de Mélèzes et d'Arolles à Calamagrostis
42.315,42.315 Forêts de Mélèze et d'Arolles à Pin mugo
42.316,42.316 Forêts de Mélèzes et d'Arolles avec Genévriers nains
42.317,42.317 Forêts de Mélèzes et d'Arolles à Aulnes verts et hautes herbes
42.318,42.318 Forêts de Mélèzes et d'Arolles à Lichens
42.319,42.319 Forêts d'Arolles à Sphaignes
42.31,42.31 Forêts siliceuses orientales à Mélèze et Arolle
42.32111,42.32111 Forêts de Mélèzes et d'Arolles à Pin mugo et Rhododendron cilié
42.32112,42.32112 Forêts de Mélèzes et d'Arolles à Aulne vert et Rhododendron cilié
42.32113,42.32113 Autres forêts de Mélèzes et d'Arolles à Rhododendron cilié
42.3211,42.3211 Forêts de Mélèzes et d'Arolles à Rhododendron cilié
42.3212,42.3212 Forêts d'Arolles à Rhododendron cilié
42.321,42.321 Forêts d'Arolles et de Mélèzes et d'Arolles à Rhododendron cilié
42.3221,42.3221 Forêts calcicoles de Mélèzes à Rhododendron
42.3222,42.3222 Forêts de Mélèzes calcicoles sur prairies
42.3223,42.3223 Forêts de Mélèzes calcicoles sur éboulis
42.3224,42.3224 Forêts calcicoles de Mélèzes et d'Epicéas sur pente abrupte
42.322,42.322 Forêts de Mélèzes sur calcaires
42.32,"42.32 Forêts orientales, calcicoles de Mélèzes et d'Arolles"
42.3311,42.3311 Forêts occidentales de Mélèzes et de Mélèzes et de Pins de montagne sur landes
42.3312,42.3312 Forêts occidentales de Mélèzes et de Mélèzes et de Pins de montagne sur prairies
42.3313,42.3313 Forêts occidentales de Mélèzes et de Mélèzes et de Pins de montagne sur hautes herbes
42.331,42.331 Forêts occidentales de Mélèzes et de Mélèzes et de Pins de montagne
42.3321,42.3321 Forêts occidentales d'Arolles sur silice
42.3322,42.3322 Forêts occidentales d'Arolles à Genévriers nains
42.3323,42.3323 Forêts occidentales calcicoles d'Arolles
42.332,42.332 Forêts occidentales d'Arolles
42.33,"42.33 Forêts occidentales de Mélèzes, de Pins de montagne et d'Arolles"
42.34,42.34 Formations secondaire de Mélèzes
42.3,42.3 Forêts de Mélèzes et d'Arolles
42.411,42.411 Forêts de Pins de montagne à Rhododendron des Alpes externes
42.412,42.412 Forêts de Pins de montagne à Rhododendron du Jura
42.413,42.413 Forêts pyrénéennes de Pins de montagne à Rhododendron
42.41,42.41 Forêts de Pins de montagne à Rhododendron ferrugineux
42.4211,42.4211 Forêts de Pins de montagne à laîche humble
42.4212,42.4212 Forêts de Pins de montagne à Erica herbacea
42.4213,42.4213 Forêts de Pins de montagne à Silène rupestre
42.4214,42.4214 Forêts de Pins de montagne sur amphilobites
42.42151,42.42151 Forêts de Pins de montagne à Ononis d'adret
42.42152,42.42152 Forêts de Pins de montagne à Ononis d'ubac
42.4215,42.4215 Forêts de Pins de montagne à Ononis
42.421,42.421 Forêts de Pins de montagne des Alpes internes
42.4221,42.4221 Forêts externes xérophiles de Pins de montagne
42.4222,42.4222 Forêts de Pins de montagne à Vaccinium
42.4223,42.4223 Forêts abyssales de Pins de montagne
42.422,42.422 Forêts externes de Pins de montagne à Raisin d'Ours et Genévriers
42.423,42.423 Forêts de Pins de montagne du Ventoux
42.4241,42.4241 Forêts de Pins de montagne à Véronique
42.4242,42.4242 Forêts pyrénéennes de Pins de montagne à Raisin d'Ours
42.424,42.424 Forêts de Pins de montagne des soulanes pyrénéennes
42.425,42.425 Forêts de Pins de montagne à Pulsatille
42.426,42.426
42.4261,42.4261
42.4262,42.4262
42.42,42.42 Forêts de Pins de montagne xéroclines
42.43,42.43 Reboisement de Pins de montagne
42.4,42.4 Forêts de Pins de montagne
42.51,42.51
42.511,42.511
42.512,42.512
42.513,42.513
42.514,42.514
42.515,42.515
42.5211,42.5211
42.5212,42.5212 Forêts de Pins sylvestres des plaines occidentales
42.521,42.521 Forêts subcontinentales de Pins sylvestres
42.5221,42.5221
42.5222,42.5222
42.5223,42.5223 Forêts de Pins sylvestres des Vosges
42.5224,42.5224 Pinèdes de pin sylvestre des grès de Luxembourg
42.522,42.522 Forêts hercyniennes de Pins sylvestres
42.523,42.523
42.52,42.52 Forêts de Pins sylvestres médio européennes
42.53,42.53 Forêts steppiques intra alpines à Ononis
42.54,42.54 Forêts de Pins sylvestre à Erica herbacea
42.55,42.55 Forêts steppiques intra alpines à Minuartia
42.561,42.561 Forêts mésophiles calcicoles pyrénéennes de Pins sylvestres
42.562,42.562 Forêts mésophiles acidiphiles pyrénéennes de Pins sylvestres
42.56,42.56 Forêts mésophiles pyrénéennes de Pins sylvestres
42.57,42.57 Forêts de Pins sylvestres du Massif central
42.58,42.58 Forêts mésophiles de Pins sylvestres des Alpes sud occidentales
42.591,42.591 Forêts péri alpines à Buis de Pins sylvestres
42.592,42.592 Forêts pré pyrénéennes à Buis de Pins sylvestres
42.593,42.593
42.59,42.59 Forêts supra méditerranéennes de Pins sylvestres
42.5A1,42.5A1 Forêts pyrénéennes de Pins sylvestres à sous bois de lande hérisson{42.5A1}
42.5A2,42.5A2{42.5A2}
42.5A21,42.5A21{42.5A21}
42.5A22,42.5A22{42.5A22}
42.5A,42.5A Forêts ibériques de Pins sylvestres sur calcaires{42.5A}
42.5B1,42.5B1 Forêts pyrénéennes xérophiles de Pins sylvestres{42.5B1}
42.5B2,42.5B2{42.5B2}
42.5B21,42.5B21{42.5B21}
42.5B22,42.5B22{42.5B22}
42.5B3,42.5B3{42.5B3}
42.5B31,42.5B31{42.5B31}
42.5B32,42.5B32{42.5B32}
42.5B4,42.5B4{42.5B4}
42.5B,42.5B Forêts ibériques silicoles de Pins sylvestres{42.5B}
42.5C,42.5C{42.5C}
42.5D,42.5D{42.5D}
42.5E,42.5E Reboisement de Pins sylvestres{42.5E}
42.5,42.5 Forêts de Pins sylvestres
42.61,42.61
42.611,42.611
42.612,42.612
42.62,42.62
42.631,42.631 Forêts de Pins de Salzmann des Causses
42.632,42.632 Forêts pré pyrénéennes de Pins de Salzmann
42.633,42.633
42.634,42.634
42.635,42.635
42.636,42.636
42.6361,42.6361
42.6362,42.6362
42.63,42.63 Forêts de Pins de Salzmann
42.641,42.641 Forêts denses montagnardes de Pin laricio
42.642,42.642 Forêts ouvertes montagnardes de Pins laricio
42.643,42.643 Forêts de Pins laricio supra méditerranéennes
42.64,42.64 Forêts corses de Pins laricio
42.65,42.65
42.651,42.651
42.652,42.652
42.66,42.66
42.67,42.67 Reboisement en Pins noirs
42.6,42.6 Forêts de Pins noirs
42.7,42.7
42.71,42.71
42.711,42.711
42.712,42.712
42.713,42.713
42.72,42.72
42.811,42.811 Forêts de Pins et de Chênes verts des Charentes
42.812,42.812 Forêts de Pins et de Chênes lièges aquitaniennes
42.813,42.813 Plantations de Pins maritimes des Landes
42.814,42.814
42.81,42.81 Forêts de Pins maritimes
42.821,42.821
42.8211,42.8211
42.8212,42.8212
42.8213,42.8213
42.82131,42.82131
42.82132,42.82132
42.8214,42.8214
42.8215,42.8215
42.82151,42.82151
42.82152,42.82152
42.82153,42.82153
42.82154,42.82154
42.82155,42.82155
42.8216,42.8216
42.8217,42.8217
42.822,42.822 Pinèdes de Pin mésogéen des Corbières
42.823,42.823 Forêts de Pins mésogéens franco italiennes
42.824,42.824 Forêts corses de Pins mésogéens
42.825,42.825
42.826,42.826
42.8261,42.8261
42.8262,42.8262
42.82,42.82 Forêts de Pins mésogéens
42.831,42.831
42.8311,42.8311
42.8312,42.8312
42.8313,42.8313
42.8314,42.8314
42.8315,42.8315
42.8316,42.8316
42.8317,42.8317
42.832,42.832
42.8331,42.8331 Forêts provençales côtières de Pins parasols
42.8332,42.8332 Forêts provençales permiennes de Pins parasols
42.833,42.833 Bois provençaux de Pins parasols
42.834,42.834 Bois de Pins parasols corses
42.835,42.835
42.8351,42.8351
42.8352,42.8352
42.836,42.836
42.837,42.837
42.838,42.838
42.83,42.83 Forêts de Pins parasols
42.841,42.841
42.842,42.842
42.843,42.843 Forêts de Pins d'Alep provenço liguriennes
42.844,42.844 Bois de Pins d'Alep corses
42.845,42.845
42.846,42.846
42.8461,42.8461
42.8462,42.8462
42.8463,42.8463
42.8464,42.8464
42.847,42.847
42.8471,42.8471
42.8472,42.8472
42.8473,42.8473
42.8474,42.8474
42.848,42.848
42.84,42.84 Forêts de Pins d'Alep
42.85,42.85
42.851,42.851
42.8511,42.8511
42.8512,42.8512
42.8513,42.8513
42.852,42.852
42.8521,42.8521
42.8522,42.8522
42.8523,42.8523
42.853,42.853
42.8531,42.8531
42.8532,42.8532
42.854,42.854
42.855,42.855
42.8551,42.8551
42.8552,42.8552
42.8553,42.8553
42.856,42.856
42.857,42.857
42.858,42.858
42.859,42.859
42.8,42.8 Bois de Pins méditerranéens
42.9,42.9
42.91,42.91
42.911,42.911
42.912,42.912
42.913,42.913
42.914,42.914
42.92,42.92
42.921,42.921
42.922,42.922
42.923,42.923
42.924,42.924
42.93,42.93
42.931,42.931
42.932,42.932
42.933,42.933
42.934,42.934
42.94,42.94
42.941,42.941
42.942,42.942
42.95,42.95
42.951,42.951
42.952,42.952
42.A1,42.A1{42.A1}
42.A11,42.A11{42.A11}
42.A12,42.A12{42.A12}
42.A13,42.A13{42.A13}
42.A14,42.A14{42.A14}
42.A15,42.A15{42.A15}
42.A21,42.A21{42.A21}
42.A22,42.A22{42.A22}
42.A221,42.A221{42.A221}
42.A222,42.A222{42.A222}
42.A23,42.A23{42.A23}
42.A24,42.A24{42.A24}
42.A25,42.A25{42.A25}
42.A26,42.A26{42.A26}
42.A27,42.A27 Bois pyrénéens de Genévriers thurifères{42.A27}
42.A28,42.A28 Bois sud alpiens de Genévriers thurifères{42.A28}
42.A29,42.A29 Bois de Genévriers thurifères de l'Isère{42.A29}
42.A2A,42.A2A Bois de Génevriers thurifères corses{42.A2A}
42.A2,42.A2 Forêts de Juniperus thurifera{42.A2}
42.A3,42.A3{42.A3}
42.A4,42.A4{42.A4}
42.A5,42.A5{42.A5}
42.A6,42.A6{42.A6}
42.A71,42.A71{42.A71}
42.A72,42.A72 Forêts d'Ifs corses{42.A72}
42.A73,42.A73{42.A73}
42.A74,42.A74{42.A74}
42.A75,42.A75{42.A75}
42.A76,42.A76 Forêts d'Ifs provençales{42.A76}
42.A7,42.A7 Forêts d'Ifs{42.A7}
42.A8,42.A8{42.A8}
42.A81,42.A81{42.A81}
42.A82,42.A82{42.A82}
42.A83,42.A83{42.A83}
42.A9,42.A9 Bois de Genévriers oxycèdres{42.A9}
42.AA,42.AA Bois de Genévriers de Phénicie{42.AA}
42.A,"42.A Forêts dominées par les Cyprès, les Genévriers et les Ifs{42.A}"
42,42 Forêts de conifères
43.1,43.1 Hêtraies mixtes
43.2,43.2 Chênaies charmaies mixtes
43.5,43.5 Chênaies acidiphiles mixtes
43.7,43.7 Chênaies mixtes thermophiles et supra méditerranéennes
43.9,43.9 Forêts mixtes de châtaigniers
43.A,43.A Charmaies mixtes{43.A}
43.B,43.B Boulaies mixtes{43.B}
43,43 Forêts mixtes
43.H,43.H Autres forêts mixtes{43.H}
44.111,44.111 Saussaies à Myricaria
44.112,44.112 Saussaies à Argousier
44.11,44.11 Saussaies pré alpines
44.121,44.121 Saussaies à Osier et Salix triandra
44.122,44.122 Saussaies à Saule pourpre méditerranéennes
44.123,44.123
44.124,44.124
44.125,44.125
44.126,44.126
44.127,44.127
44.1271,44.1271
44.1272,44.1272
44.1273,44.1273
44.1274,44.1274
44.12,"44.12 Saussaies de plaine, collinéennes et méditerranéo montagnardes"
44.13,44.13 Forêts galeries de Saules blancs
44.1411,44.1411 Galeries ibériques de grands Saules
44.1412,44.1412 Galeries de Salix alba méditerranéennes
44.141,44.141 Galeries méditerranéennes de Saules blancs
44.1421,44.1421
44.1422,44.1422
44.1423,44.1423
44.1424,44.1424
44.142,44.142 Bois riverains de Saules à feuilles d'Olivier et de Saules cendrés
44.14,44.14 Galeries méditerranéennes de grands Saules
44.15,44.15
44.1,44.1 Formations riveraines de Saules
44.21,44.21 Galeries montagnardes d'Aulnes blancs
44.22,44.22 Galeries sub montagnardes d'Aulnes blancs
44.2,44.2 Galeries d'Aulnes blancs
44.311,44.311 Forêts de Frênes et d'Aulnes à Laîches
44.312,44.312 Forêts de Frênes et d'Aulnes fontinales
44.313,44.313 Forêts de Frênes et d'Aulnes à Cirse des maraîchers
44.314,44.314 Forêts de Frênes et d'Aulnes des bords de sources à groseillers
44.315,44.315 Forêts de Frênes et d'Aulnes à grande Prêle
44.31,44.31 Forêts de Frênes et d'Aulnes des ruisselets et des sources (rivulaires)
44.32,44.32 Bois de Frênes et d'Aulnes des rivières à débit rapide
44.331,44.331 Bois de Frênes et d'Aulnes des rivières médio européennes à eaux lentes à cerisiers à grappes
44.332,44.332 Bois de Frênes et d'Aulnes à hautes herbes
44.33,44.33 Bois de Frênes et d'Aulnes des rivières à eaux lentes
44.341,44.341
44.3411,44.3411
44.3412,44.3412
44.342,44.342 Galeries d'Aulnes pyrénéo cantabriques
44.343,44.343 Galeries d'Aulnes pyrénéo catalanes
44.34,44.34 Galeries d'Aulnes nord ibériques
44.3,44.3 Forêt de Frênes et d'Aulnes des fleuves médio européens
44.3X,{44.3X}
44.41,44.41 Grandes forêts fluviales médio européennes
44.42,44.42 Forêts fluviales médio européennes résiduelles
44.43,44.43
44.431,44.431
44.432,44.432
44.44,44.44
44.4,"44.4 Forêts mixtes de Chênes, d'Ormes et de Frênes des grands fleuves"
44.511,44.511
44.512,44.512
44.513,44.513 Galeries d'Aulnes méditerranéennes occidentales
44.514,44.514
44.51,44.51 Galeries méridionales d'Aulnes glutineux
44.52,44.52
44.531,44.531 Galeries d'Aulnes collinéennes corses
44.532,44.532 Galeries d'Aulnes montagnardes corses
44.53,44.53 Galeries corses d'Aulnes glutineux et d'Aulnes à feuilles cordées
44.54,44.54
44.5,44.5 Galeries méridionales d'Aulnes et de Bouleaux
44.611,44.611
44.612,44.612 Galeries de Peupliers provenço languedociennes
44.613,44.613 Galeries de Peupliers cyrno sardes
44.614,44.614
44.615,44.615
44.6151,44.6151
44.6152,44.6152
44.6153,44.6153
44.6154,44.6154
44.61,44.61 Forêts de Peupliers riveraines et méditerranéennes
44.62,44.62 Forêts d'Ormes riveraines et méditerranéennes
44.631,44.631
44.632,44.632
44.633,44.633
44.634,44.634 Galeries de Frênes et d'Aulnes tyrrhéniennes
44.635,44.635
44.636,44.636
44.63,44.63 Bois de Frênes riverains et méditerranéens
44.63X,{44.63X}
44.64,44.64 Galeries de Charmes Houblon
44.6,"44.6 Forêts méditerranéennes de Peupliers, d'Ormes et de Frênes"
44.7,44.7
44.71,44.71
44.711,44.711
44.712,44.712
44.713,44.713
44.72,44.72
44.811,44.811 Galeries de Laurier rose
44.812,44.812 Fourrés de Gattiliers
44.8131,44.8131 Fourrés de Tamaris ouest méditerranéens
44.8132,44.8132
44.81321,44.81321
44.81322,44.81322
44.8133,44.8133
44.8134,44.8134
44.81341,44.81341
44.81342,44.81342
44.81343,44.81343
44.813,44.813 Fourrés de Tamaris
44.81,"44.81 Galeries de Laurier roses, de Gattiliers et de Tamaris"
44.82,44.82
44.83,44.83
44.84,44.84
44.8,44.8 Galeries et fourrés riverains méridionaux
44.9111,44.9111 Bois d'Aulnes marécageux atlantiques à grandes touffes de laîches
44.9112,44.9112 Bois d'Aulnes marécageux à laîche allongée
44.911,44.911 Bois d'Aulnes marécageux méso eutrophes
44.912,44.912 Bois d'Aulnes marécageux oligotrophes
44.913,44.913
44.91,44.91 Bois marécageux d'Aulnes
44.921,44.921 Saussaies marécageuses à Saule cendré
44.922,44.922 Saussaies à sphaigne
44.923,44.923 Saussaies marécageuses à Saule laurier
44.924,44.924 Saussaies naines marécageuses
44.92,44.92 Saussaies marécageuses
44.93,44.93 Bois marécageux de Bouleaux et de piment royal
44.9,"44.9 Bois marécageux d'Aulne, de Saule et de Myrte des marais"
44.A11,44.A11 Forêts de Bouleaux à Sphaignes et Linaigrettes{44.A11}
44.A12,44.A12 Bois de Bouleaux à Sphaignes et à Laîches{44.A12}
44.A13,44.A13 Bois de Bouleaux à Sphaignes méso acidiphiles{44.A13}
44.A1,44.A1 Bois de Bouleaux à Sphaignes{44.A1}
44.A2,44.A2 Bois tourbeux de Pins sylvestres{44.A2}
44.A3,44.A3 Bois tourbeux de Pins de montagne{44.A3}
44.A41,44.A41 Pessières à Sphaignes montagnardes{44.A41}
44.A42,44.A42 Tourbières boisées à Epicéas{44.A42}
44.A4,44.A4 Bois d'Epicéas à Sphaignes{44.A4}
44.A,44.A Forêts marécageuses de Bouleaux et de Conifères{44.A}
44,"44 Forêts riveraines, forêts et fourrés très humides"
45.11,45.11 Bois d'Oliviers sauvages (oléastres)
45.12,45.12 Bois de Caroubiers
45.13,45.13
45.1,45.1 Forêts d'Oliviers et de Caroubiers
45.211,45.211 Forêts provençales de Chênes lièges
45.212,45.212 Forêts corses de Chênes lièges
45.213,45.213
45.214,45.214
45.215,45.215
45.216,45.216 Suberaies catalano pyrénéennes
45.217,45.217
45.218,45.218
45.21,45.21 Forêts thyrrhéniennes de Chênes lièges
45.22,45.22
45.221,45.221
45.222,45.222
45.223,45.223
45.224,45.224
45.23,45.23
45.24,45.24 Forêts aquitaniennes de Chênes lièges
45.2,45.2 Forêts de Chênes lièges (suberaies)
45.311,45.311 Forêts de Chênes verts ibériques nord occidentales
45.312,45.312 Forêts de Chênes verts de la plaine catalo provençale
45.313,45.313 Forêts de Chênes vert des collines catalo provençales
45.314,45.314
45.315,45.315 Yeuseraies des plaines corses
45.316,45.316 Forêts de Chênes verts des collines corses
45.317,45.317
45.318,45.318
45.319,45.319 Forêts de Chênes verts Illyriennes
45.31A,45.31A{45.31A}
45.31B,45.31B{45.31B}
45.31C,45.31C{45.31C}
45.31D,45.31D{45.31D}
45.31,45.31 Forêts de Chêne verts
45.321,45.321 Forêts de Chênes verts supra méditerranéennes françaises
45.322,45.322 Forêts supra méditerranéennes corses de Chênes verts
45.323,45.323
45.324,45.324
45.32,45.32 Forêts de Chênes verts supra méditerranéennes
45.33,45.33 Forêts aquitaniennes de Chênes verts
45.34,45.34
45.341,45.341
45.3411,45.3411
45.3412,45.3412
45.3413,45.3413
45.3414,45.3414
45.342,45.342
45.3421,45.3421
45.3422,45.3422
45.3423,45.3423
45.3424,45.3424
45.343,45.343
45.3431,45.3431
45.3432,45.3432
45.3433,45.3433
45.344,45.344
45.3441,45.3441
45.3442,45.3442
45.345,45.345
45.346,45.346
45.3,45.3 Forêts de Chênes verts méso  et supra méditerranéennes
45.4,45.4
45.41,45.41
45.42,45.42
45.43,45.43
45.5,45.5 Forêts de Chênes et Lauriers
45.6,45.6
45.61,45.61
45.62,45.62
45.63,45.63
45.631,45.631
45.632,45.632
45.633,45.633
45.634,45.634
45.635,45.635
45.7,45.7
45.71,45.71
45.72,45.72
45.8,45.8 Bois de Houx
45.9,45.9
45.91,45.91
45.92,45.92
45.93,45.93
45,45 Forêts sempervirentes non résineuses
4,4 FORETS
51.1111,51.1111 Buttes de Sphagnum magellanicum
51.1112,51.1112 Buttes de Sphagnum fuscum
51.1113,51.1113 Couronnes de buttes à Sphagnum rubellum
51.1114,51.1114 Buttes de Sphagnum rubellum
51.1115,51.1115 Buttes de Sphagnum imbricatum
51.1116,51.1116 Buttes de Sphagnum papillosum
51.1117,51.1117 Buttes de Sphagnum capillifolium
51.111,51.111 Buttes de Sphaignes colorées (bulten)
51.112,51.112 Bases des buttes et pelouses de Sphaignes vertes
51.1131,51.1131 Buttes à buissons de Callune prostrée
51.1132,51.1132 Buttes à buissons de Bruyère tétragone
51.1133,51.1133 Buttes à buissons de Camarine
51.1134,51.1134 Buttes à buissons de Vaccinium
51.1135,51.1135
51.1136,51.1136 Buttes à buissons de Myrte des marais (ou piment royal)
51.113,51.113 Buttes à buissons nains
51.114,51.114 Communautés de tourbières bombées à Trichophorum cespitosum
51.115,51.115 Tourbières bombées à Erica et Sphagnum
51.11,"51.11 Buttes, bourrelets et pelouses tourbeuses"
51.121,"51.121 Chenaux, cuvettes profondes"
51.122,"51.122 Chenaux superficiels, cuvettes peu profondes"
51.12,51.12 Tourbières basses (Schlenken)
51.131,51.131 Dépressions tourbeuses (Kolk)
51.132,51.132 Autres mares de tourbières
51.13,51.13 Mares de tourbières
51.141,51.141 Tourbières à Narthecium
51.142,51.142 Rigoles à Myrte des marais
51.143,51.143 Autres communautés des rigoles et chenaux de tourbières
51.14,51.14 Suintements et rigoles de tourbières
51.15,51.15 Garnitures de bordure (lagg)
51.16,51.16 Pré bois tourbeux
51.1,51.1 Tourbières hautes à peu près naturelles
51.2,51.2 Tourbières à Molinie bleue
51,51 Tourbières hautes
52.1,52.1
52.11,52.11
52.12,52.12
52.13,52.13
52.14,52.14
52.15,52.15
52.16,52.16
52.2,52.2
52.21,52.21
52.22,52.22
52.23,52.23
52.24,52.24
